Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Selling Price,Tax 5%,Date,Time,Payment,Rating
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,99.61,37.948,12/02/2019,12:58,Ewallet,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,60.21,8.601,10/03/2019,18:59,Credit card,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,47.62,13.605,01/31/2019,13:44,Ewallet,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,65.18,21.728,06/03/2019,13:46,Ewallet,5.4
389-25-3394,B,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,12.4,2.9525,02/17/2019,18:06,Cash,9.4
279-62-1445,B,Naypyitaw,Member,Female,Fashion accessories,12.54,1,13.17,0.627,02/21/2019,12:38,Cash,8.2
213-72-6612,C,Yangon,Normal,Male,Food and beverages,43.25,2,45.41,4.325,03/20/2019,15:56,Cash,6.2
746-68-6593,B,Naypyitaw,Member,Female,Sports and travel,87.16,2,91.52,8.716,11/01/2019,14:29,Credit card,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,72.84,31.2165,01/26/2019,19:14,Ewallet,4
583-72-1480,B,Naypyitaw,Member,Male,Electronic accessories,37.06,4,38.91,7.412,01/31/2019,16:24,Ewallet,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,95.24,27.21,02/26/2019,10:52,Cash,5.3
721-86-6247,C,Yangon,Normal,Female,Home and lifestyle,63.42,8,66.59,25.368,11/03/2019,12:55,Ewallet,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,85.44,8.137,01/26/2019,19:28,Cash,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,11.12,1.5885,12/03/2019,13:52,Credit card,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,88.29,37.8405,11/02/2019,10:54,Cash,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,77.51,14.764,02/21/2019,18:31,Cash,6.7
157-13-5295,C,Yangon,Member,Male,Health and beauty,51.94,10,54.54,25.97,09/03/2019,18:24,Ewallet,6.5
645-78-8093,C,Yangon,Normal,Female,Sports and travel,93.14,2,97.8,9.314,01/20/2019,18:09,Ewallet,4.1
211-30-9270,B,Naypyitaw,Normal,Male,Health and beauty,17.41,5,18.28,4.3525,01/28/2019,15:16,Credit card,4.9
755-12-3214,B,Naypyitaw,Member,Female,Fashion accessories,44.22,5,46.43,11.055,05/03/2019,17:07,Credit card,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,13.88,3.305,02/03/2019,19:26,Cash,4.3
478-06-7835,C,Yangon,Normal,Male,Fashion accessories,89.69,1,94.17,4.4845,11/01/2019,11:20,Ewallet,4.9
540-11-4336,C,Yangon,Normal,Male,Food and beverages,24.94,9,26.19,11.223,11/01/2019,16:49,Credit card,5.6
448-81-5016,C,Yangon,Normal,Male,Health and beauty,59.77,2,62.76,5.977,11/03/2019,12:01,Credit card,5.8
142-72-4741,B,Naypyitaw,Member,Male,Fashion accessories,93.2,2,97.86,9.32,02/28/2019,18:37,Credit card,6
217-58-1179,C,Yangon,Member,Male,Home and lifestyle,62.65,4,65.78,12.53,05/01/2019,11:25,Cash,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,98.56,37.548,02/02/2019,18:42,Credit card,8.3
530-90-9855,C,Yangon,Member,Male,Home and lifestyle,47.59,8,49.97,19.036,01/01/2019,14:47,Cash,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,85.47,12.21,09/02/2019,19:43,Cash,4.8
604-70-6476,C,Yangon,Member,Male,Fashion accessories,17.94,5,18.84,4.485,01/23/2019,14:04,Ewallet,6.8
799-71-1548,C,Yangon,Member,Male,Electronic accessories,77.72,4,81.61,15.544,07/01/2019,16:11,Credit card,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,76.71,25.571,01/14/2019,19:06,Credit card,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,48.88,20.9475,02/02/2019,15:34,Ewallet,6.4
662-47-5456,B,Naypyitaw,Member,Male,Fashion accessories,35.19,10,36.95,17.595,03/17/2019,19:06,Credit card,8.4
883-17-4236,B,Naypyitaw,Normal,Female,Sports and travel,14.39,2,15.11,1.439,02/03/2019,19:44,Credit card,7.2
290-68-2984,C,Yangon,Normal,Male,Home and lifestyle,23.75,4,24.94,4.75,03/16/2019,11:22,Cash,5.2
704-11-6354,C,Yangon,Member,Male,Home and lifestyle,58.9,8,61.85,23.56,06/01/2019,11:23,Cash,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,34.25,6.524,01/29/2019,14:12,Cash,9
366-93-0948,C,Yangon,Member,Male,Electronic accessories,66.35,1,69.67,3.3175,01/31/2019,10:46,Credit card,9.7
729-09-9681,C,Yangon,Member,Male,Home and lifestyle,25.91,6,27.21,7.773,05/02/2019,10:16,Ewallet,8.7
151-16-1484,C,Yangon,Member,Male,Electronic accessories,32.25,4,33.86,6.45,02/13/2019,12:38,Ewallet,6.5
380-94-4661,B,Naypyitaw,Member,Male,Electronic accessories,65.94,4,69.24,13.188,07/02/2019,13:05,Credit card,6.9
850-41-9669,C,Yangon,Normal,Female,Electronic accessories,75.06,9,78.81,33.777,03/19/2019,13:25,Ewallet,6.2
821-07-3596,B,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,17.27,3.29,07/03/2019,14:53,Ewallet,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,40.22,7.66,03/13/2019,19:22,Cash,5.7
447-15-7839,C,Yangon,Member,Female,Sports and travel,22.24,10,23.35,11.12,09/02/2019,11:00,Cash,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,57.17,2.7225,02/26/2019,19:24,Ewallet,7.9
253-12-6086,C,Yangon,Member,Female,Sports and travel,98.4,7,103.32,34.44,12/03/2019,12:43,Credit card,8.7
808-65-0703,B,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,37.24,7.094,03/14/2019,17:22,Credit card,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,78.33,37.3,08/01/2019,20:55,Cash,9.5
144-51-6085,C,Yangon,Member,Male,Home and lifestyle,70.74,4,74.28,14.148,05/01/2019,16:05,Credit card,4.4
731-14-2199,C,Yangon,Member,Female,Home and lifestyle,35.54,10,37.32,17.77,04/01/2019,13:34,Ewallet,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,70.8,16.8575,06/03/2019,18:13,Ewallet,6.3
687-15-1097,B,Naypyitaw,Member,Female,Health and beauty,21.12,2,22.18,2.112,03/01/2019,19:17,Cash,9.7
126-54-1082,C,Yangon,Member,Female,Home and lifestyle,21.54,9,22.62,9.693,07/01/2019,11:44,Credit card,8.8
633-91-1052,C,Yangon,Normal,Female,Home and lifestyle,12.03,2,12.63,1.203,01/27/2019,15:51,Cash,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,104.7,29.913,02/26/2019,16:52,Ewallet,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,50.37,16.7895,07/01/2019,20:52,Cash,6.2
526-86-8552,B,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,22.91,10.91,07/01/2019,17:36,Cash,7.1
376-56-3573,B,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,100.19,19.084,02/02/2019,13:23,Ewallet,6.4
537-72-0426,B,Naypyitaw,Member,Male,Fashion accessories,70.99,10,74.54,35.495,03/20/2019,16:28,Cash,5.7
828-61-5674,C,Yangon,Member,Male,Sports and travel,44.02,10,46.22,22.01,03/20/2019,19:57,Credit card,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,73.46,27.984,02/15/2019,17:01,Credit card,6.4
523-38-0215,B,Naypyitaw,Normal,Male,Home and lifestyle,37,1,38.85,1.85,06/03/2019,13:29,Credit card,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,16.11,0.767,06/01/2019,11:09,Cash,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,104.82,29.949,04/03/2019,15:02,Ewallet,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,50.05,9.534,12/03/2019,14:21,Cash,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,70.01,16.67,02/20/2019,18:01,Cash,7.6
593-95-4461,B,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.6,3.743,03/24/2019,14:49,Cash,6.9
226-71-3580,B,Naypyitaw,Normal,Female,Sports and travel,23.75,9,24.94,10.6875,01/31/2019,12:02,Cash,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,50.94,16.9785,01/25/2019,13:30,Credit card,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,99.62,33.208,03/02/2019,14:38,Cash,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,42.32,20.15,01/24/2019,17:37,Credit card,7
558-80-4082,B,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,29.24,9.7475,03/14/2019,17:20,Ewallet,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,65.6,3.124,02/18/2019,20:29,Cash,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,38.18,3.636,01/21/2019,10:00,Cash,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,19.02,9.055,03/13/2019,11:46,Ewallet,5.9
211-05-0490,B,Naypyitaw,Member,Female,Electronic accessories,51.92,5,54.52,12.98,03/03/2019,13:42,Cash,7.5
727-75-6477,B,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,30.28,5.768,03/29/2019,14:44,Cash,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,82.3,23.514,10/01/2019,14:16,Ewallet,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,63.01,12.002,01/25/2019,15:54,Cash,4.5
779-06-0012,B,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.04,4.4305,01/19/2019,10:21,Cash,7.7
446-47-6729,B,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,104.81,9.982,02/01/2019,18:09,Credit card,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,40.96,1.9505,12/03/2019,16:46,Credit card,4.7
735-06-4124,B,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.04,2.4305,02/25/2019,15:31,Cash,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,53.75,10.238,03/18/2019,17:15,Credit card,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,15.71,5.984,02/23/2019,12:29,Cash,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,75.81,25.27,03/26/2019,20:14,Ewallet,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,42.24,14.0805,03/30/2019,13:22,Cash,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,93.23,35.516,02/17/2019,17:09,Cash,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,27.8,3.972,03/21/2019,10:40,Ewallet,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,86.01,8.191,05/03/2019,17:43,Cash,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,83.93,23.979,01/31/2019,14:04,Cash,5.5
181-94-6432,B,Naypyitaw,Member,Male,Fashion accessories,69.33,2,72.8,6.933,05/02/2019,19:05,Ewallet,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,14.94,3.5575,01/02/2019,10:08,Credit card,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,16.33,6.9975,07/03/2019,13:12,Cash,5
227-07-4446,B,Naypyitaw,Member,Female,Electronic accessories,78.13,10,82.04,39.065,10/02/2019,20:51,Cash,4.4
174-36-3675,B,Naypyitaw,Member,Male,Food and beverages,99.37,2,104.34,9.937,02/14/2019,17:29,Cash,5.2
428-83-5800,B,Naypyitaw,Member,Female,Food and beverages,21.08,3,22.13,3.162,09/02/2019,10:25,Cash,7.3
603-07-0961,B,Naypyitaw,Member,Male,Electronic accessories,74.79,5,78.53,18.6975,10/01/2019,11:34,Cash,4.9
704-20-4138,B,Naypyitaw,Member,Female,Health and beauty,29.67,7,31.15,10.3845,11/03/2019,18:58,Credit card,8.1
787-15-1757,B,Naypyitaw,Member,Male,Health and beauty,44.07,4,46.27,8.814,02/18/2019,16:28,Ewallet,8.4
649-11-3678,B,Naypyitaw,Normal,Female,Food and beverages,22.93,9,24.08,10.3185,02/26/2019,20:26,Cash,5.5
622-20-1945,B,Naypyitaw,Normal,Female,Health and beauty,39.42,1,41.39,1.971,01/18/2019,15:08,Cash,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,16.02,4.578,02/15/2019,18:03,Ewallet,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,64.86,15.4425,08/03/2019,13:21,Cash,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,22.6,6.456,01/17/2019,12:48,Credit card,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,102.63,19.548,12/03/2019,19:53,Ewallet,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,104.77,24.945,09/03/2019,19:09,Cash,5.4
719-76-3868,B,Naypyitaw,Member,Male,Food and beverages,94.26,4,98.97,18.852,12/03/2019,16:30,Cash,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,53.69,10.226,01/25/2019,10:11,Credit card,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,38.18,7.272,03/25/2019,13:07,Cash,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,23.12,9.909,07/02/2019,18:48,Cash,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,34.55,4.935,02/17/2019,17:27,Credit card,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,80.87,19.255,03/02/2019,15:59,Cash,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,24.65,2.348,03/14/2019,11:21,Credit card,7.9
835-16-0096,B,Naypyitaw,Member,Male,Sports and travel,14.7,5,15.44,3.675,03/24/2019,13:48,Ewallet,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,29.87,7.1125,03/21/2019,10:17,Credit card,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,80.22,34.38,03/19/2019,15:49,Ewallet,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,60.85,17.385,02/24/2019,13:02,Cash,5.2
633-09-3463,B,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,50.03,7.1475,03/28/2019,12:58,Credit card,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,44.96,19.269,05/02/2019,15:26,Credit card,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,50.49,7.2135,10/02/2019,18:23,Credit card,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,58.77,19.5895,05/03/2019,19:06,Ewallet,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,80.75,26.915,02/15/2019,20:21,Cash,7.7
416-13-5917,B,Naypyitaw,Normal,Female,Food and beverages,97.03,5,101.88,24.2575,01/30/2019,16:24,Ewallet,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,46.88,6.6975,02/14/2019,15:04,Cash,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,81.83,35.0685,02/27/2019,16:10,Ewallet,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,75.55,3.5975,04/02/2019,12:14,Cash,7.3
725-96-3778,B,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,93.71,35.7,01/20/2019,10:13,Cash,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,27.32,9.107,03/28/2019,17:38,Cash,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,14.18,6.75,02/27/2019,11:06,Credit card,4.8
860-79-0874,B,Naypyitaw,Member,Female,Fashion accessories,99.3,10,104.27,49.65,02/15/2019,14:53,Credit card,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,54.27,18.0915,01/26/2019,18:22,Cash,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,57.47,19.1555,03/14/2019,19:02,Credit card,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,28.35,12.15,02/03/2019,14:16,Cash,4.8
320-49-6392,B,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,31.75,1.512,04/03/2019,15:44,Cash,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,93.6,17.828,07/01/2019,12:20,Credit card,7.8
632-90-0281,B,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,39.43,18.775,08/03/2019,20:01,Credit card,9.3
554-42-2417,B,Naypyitaw,Normal,Female,Sports and travel,95.44,10,100.21,47.72,09/01/2019,13:45,Cash,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,28.88,4.125,01/03/2019,15:40,Ewallet,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,78.72,3.7485,03/16/2019,16:58,Cash,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,85.01,32.384,02/17/2019,11:12,Credit card,7.4
605-72-4132,B,Naypyitaw,Normal,Female,Food and beverages,94.47,8,99.19,37.788,02/27/2019,15:12,Cash,9.1
471-41-2823,B,Naypyitaw,Normal,Male,Food and beverages,99.79,2,104.78,9.979,07/03/2019,20:37,Ewallet,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,76.88,21.966,01/21/2019,17:44,Cash,7.2
272-27-9238,B,Naypyitaw,Normal,Female,Food and beverages,41.24,4,43.3,8.248,02/19/2019,16:23,Cash,7.1
834-25-9262,B,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,85.76,16.336,06/01/2019,12:12,Cash,9.1
122-61-9553,B,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,53.89,23.094,03/14/2019,19:33,Cash,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,69.24,13.188,03/24/2019,10:29,Cash,6
613-59-9758,B,Naypyitaw,Normal,Female,Sports and travel,14.36,10,15.08,7.18,01/27/2019,14:28,Cash,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,22.58,9.675,06/03/2019,12:46,Credit card,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,27.57,9.191,02/02/2019,19:40,Cash,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,64.01,6.096,01/25/2019,19:39,Credit card,4.9
730-70-9830,B,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,73.62,21.033,03/14/2019,17:54,Ewallet,5.2
382-25-8917,B,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,44.18,12.624,01/29/2019,12:25,Cash,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,70.44,16.7725,03/01/2019,16:47,Credit card,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,101.54,24.175,01/14/2019,12:52,Ewallet,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,37.15,15.921,05/01/2019,19:50,Credit card,9.6
743-88-1662,B,Naypyitaw,Normal,Male,Sports and travel,95.49,7,100.26,33.4215,02/22/2019,18:17,Ewallet,8.7
595-86-2894,B,Naypyitaw,Member,Male,Fashion accessories,96.98,4,101.83,19.396,06/02/2019,17:20,Ewallet,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,24.83,4.73,01/30/2019,13:32,Credit card,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,86.45,16.466,11/01/2019,10:37,Credit card,7.5
462-78-5240,B,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,27.94,2.661,03/19/2019,14:35,Cash,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,104.67,24.9225,01/14/2019,12:09,Cash,9.9
153-58-4872,B,Naypyitaw,Member,Female,Food and beverages,74.89,4,78.63,14.978,01/03/2019,15:32,Ewallet,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,42.99,10.235,06/01/2019,13:58,Ewallet,9.9
525-88-7307,C,Mandalay,Member,Male,Sports and travel,75.82,1,79.61,3.791,01/31/2019,13:19,Cash,5.8
689-16-9784,B,Naypyitaw,Normal,Male,Food and beverages,46.77,6,49.11,14.031,11/03/2019,13:37,Cash,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,33.94,16.16,02/20/2019,16:49,Credit card,10
394-41-0748,B,Naypyitaw,Member,Female,Fashion accessories,54.07,9,56.77,24.3315,01/27/2019,14:55,Ewallet,9.5
596-42-3999,C,Mandalay,Normal,Male,Food and beverages,18.22,7,19.13,6.377,10/03/2019,14:04,Credit card,6.6
541-89-9860,A,Naypyitaw,Member,Female,Fashion accessories,80.48,3,84.5,12.072,02/15/2019,12:31,Cash,8.1
173-82-9529,C,Mandalay,Normal,Female,Fashion accessories,37.95,10,39.85,18.975,01/26/2019,14:51,Cash,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,80.66,3.841,02/13/2019,18:27,Ewallet,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,54.87,26.13,09/03/2019,12:45,Credit card,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,83.73,3.987,06/03/2019,10:36,Ewallet,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,81.38,19.375,01/24/2019,20:36,Ewallet,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,56.98,13.5675,03/13/2019,14:16,Ewallet,4.6
760-54-1821,C,Mandalay,Normal,Male,Home and lifestyle,13.59,9,14.27,6.1155,03/15/2019,10:26,Cash,5.8
793-10-3222,C,Mandalay,Member,Female,Health and beauty,41.06,6,43.11,12.318,05/03/2019,13:30,Credit card,8.3
346-12-3257,C,Mandalay,Member,Male,Electronic accessories,19.24,9,20.2,8.658,04/03/2019,16:28,Cash,8
110-05-6330,A,Naypyitaw,Normal,Female,Food and beverages,39.43,6,41.4,11.829,03/25/2019,20:18,Credit card,9.4
651-61-0874,A,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,48.53,9.244,12/03/2019,20:04,Credit card,6.2
236-86-3015,A,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,14.68,0.699,04/02/2019,13:38,Ewallet,9.8
831-64-0259,C,Mandalay,Normal,Female,Fashion accessories,39.75,5,41.74,9.9375,02/22/2019,10:43,Ewallet,9.6
587-03-7455,A,Naypyitaw,Member,Female,Fashion accessories,97.79,7,102.68,34.2265,02/16/2019,17:30,Ewallet,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,70.62,13.452,01/19/2019,15:28,Credit card,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,14.48,3.4475,11/01/2019,19:07,Credit card,7.8
725-32-9708,C,Mandalay,Member,Female,Fashion accessories,68.71,4,72.15,13.742,04/01/2019,19:01,Cash,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,59.36,11.306,04/03/2019,19:48,Ewallet,5.5
372-26-1506,A,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,25.01,5.955,01/28/2019,19:24,Ewallet,5.4
244-08-0162,C,Mandalay,Normal,Female,Health and beauty,34.21,10,35.92,17.105,02/01/2019,13:00,Cash,5.1
569-71-4390,C,Mandalay,Normal,Male,Sports and travel,21.87,2,22.96,2.187,01/25/2019,14:29,Ewallet,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,22.02,5.2425,04/01/2019,13:21,Cash,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,27.13,3.876,10/03/2019,18:55,Ewallet,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,53.48,20.372,03/22/2019,19:36,Ewallet,9.2
268-03-6164,C,Mandalay,Normal,Male,Health and beauty,96.11,1,100.92,4.8055,01/25/2019,16:28,Ewallet,7.8
750-57-9686,A,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,47.65,9.076,08/01/2019,13:48,Credit card,8.7
186-09-3669,A,Naypyitaw,Member,Female,Health and beauty,81.51,1,85.59,4.0755,01/22/2019,10:57,Ewallet,9.2
848-07-1692,C,Mandalay,Normal,Female,Health and beauty,57.22,2,60.08,5.722,12/01/2019,17:13,Ewallet,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,26.48,8.827,04/02/2019,10:23,Cash,8.2
266-76-6436,A,Naypyitaw,Member,Female,Food and beverages,38.6,3,40.53,5.79,03/28/2019,13:57,Ewallet,7.5
740-22-2500,A,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,88.25,12.6075,01/23/2019,13:29,Cash,9.8
271-88-8734,A,Naypyitaw,Member,Female,Fashion accessories,97.21,10,102.07,48.605,08/02/2019,13:00,Credit card,8.7
301-81-8610,C,Mandalay,Member,Male,Fashion accessories,25.42,8,26.69,10.168,03/19/2019,19:42,Credit card,6.7
489-64-4354,A,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,17.09,0.814,09/03/2019,15:36,Cash,5
198-84-7132,C,Mandalay,Member,Male,Fashion accessories,40.61,9,42.64,18.2745,02/01/2019,13:40,Cash,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,55.83,18.6095,01/21/2019,18:01,Cash,8.9
650-98-6268,C,Mandalay,Member,Female,Food and beverages,20.87,3,21.91,3.1305,03/20/2019,13:53,Credit card,8
741-73-3559,C,Mandalay,Normal,Male,Sports and travel,67.27,5,70.63,16.8175,02/27/2019,17:27,Cash,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,95.18,45.325,08/03/2019,10:53,Ewallet,7.3
286-75-7818,C,Mandalay,Normal,Male,Fashion accessories,69.08,2,72.53,6.908,01/31/2019,19:48,Credit card,6.9
574-57-9721,A,Naypyitaw,Normal,Male,Food and beverages,43.27,2,45.43,4.327,08/03/2019,16:53,Ewallet,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,24.63,7.038,01/13/2019,19:14,Ewallet,6.4
616-87-0016,C,Mandalay,Normal,Male,Fashion accessories,95.54,7,100.32,33.439,09/03/2019,14:36,Credit card,9.6
837-55-7229,C,Mandalay,Normal,Female,Fashion accessories,47.44,1,49.81,2.372,02/22/2019,18:19,Credit card,6.8
751-69-0068,A,Naypyitaw,Normal,Male,Sports and travel,99.24,9,104.2,44.658,03/19/2019,19:09,Ewallet,9
257-73-1380,A,Naypyitaw,Member,Male,Sports and travel,82.93,4,87.08,16.586,01/20/2019,16:51,Ewallet,9.6
